Gene Name,"'Astrocytoma, Pilocytic' vs 'normal'.foldChange",'ependymoma' vs 'normal'.foldChange,'glioblastoma' vs 'normal'.foldChange,'medulloblastoma' vs 'normal'.foldChange
GCNT2,1.4,-0.8,0.9,1.2
SMIM8,-0.5,-0.4,-0.7,0.4
NEDD9,1.1,1.2,0.8,-1.0
CEP85L,-0.1,-0.9,-0.2,-0.2
ADTRP,0.1,0.1,0.1,-0.1
ASF1A,0.6,0.5,0.2,0.6
MCM9,0.9,0.5,0.6,0.7
FAM184A,-0.9,-0.5,-1.1,-0.4
RNGTT,-0.1,0.1,-0.1,0.5
MAN1A1,-0.6,-0.4,-0.9,-1.5
GABRR2,0.2,0.2,0.1,0.2
SERINC1,0.1,-0.4,-0.6,-0.4
HDDC2,-0.2,-0.3,-0.5,
TPD52L1,-1.8,-1.3,-1.6,-2.2
HINT3,-0.3,-1.2,-0.8,-0.2
NCOA7,-1.6,-1.9,-1.7,-1.0
RIPOR2,-0.6,-0.1,-0.5,0.7
SASH1,0.3,-0.7,-0.3,-1.8
UST,0.9,-0.1,-0.4,-2.6
ULBP1,0.1,-0.2,,
FBXO5,0.6,0.8,1.5,2.4
MTRF1L,-0.2,-0.7,-0.3,-0.4
PPARD,,-0.4,-0.2,-0.9
OPRM1,0.4,0.2,0.3,-0.1
FANCE,0.3,0.2,0.8,1.4
TULP1,-0.3,-0.3,-0.3,0.4
SLC26A8,-1.3,-1.5,-1.2,-1.4
MAPK14,-0.4,-0.4,-0.2,0.3
RHAG,0.1,0.1,0.3,0.2
KCTD20,0.7,0.2,0.6,0.7
STK38,0.4,0.3,0.6,1.1
SRSF3,0.4,0.4,0.5,0.9
SOD2,,1.0,0.4,-0.6
MRPL18,,,0.2,0.1
IL17A,0.1,0.1,0.1,0.1
IL17F,-0.2,-0.2,-0.2,-0.2
MCM3,0.6,1.0,1.3,1.8
RNF8,-0.5,-0.6,-0.5,-0.1
MDGA1,-0.2,-0.5,-0.3,0.4
CILK1,1.6,0.1,0.3,1.1
FBXO9,-0.7,-1.2,-1.0,-0.8
CD83,0.3,-0.1,0.1,-0.7
MDN1,-0.2,-0.8,-0.4,0.1
GLP1R,,,,-0.2
SAYSD1,0.7,1.0,0.6,1.1
BMP5,0.4,1.6,0.8,0.6
BACH2,0.1,0.1,0.1,1.3
RBM24,-2.2,0.2,-1.6,
CAP2,-2.2,-2.2,-1.9,-2.5
TREML2,-0.4,-0.4,-0.4,-0.3
ZNF451,,-0.4,0.3,0.9
BAG2,0.3,1.2,0.4,0.4
RAB23,-0.1,0.5,0.1,-0.1
TSPO2,-0.1,-0.3,-0.2,-0.3
FHL5,-0.2,0.7,,-0.4
GPR63,-0.5,-0.1,-0.2,0.1
FBXL4,0.5,0.6,0.4,0.6
CCNC,,-0.4,0.1,0.5
PRDM13,0.1,0.3,0.6,1.9
E2F3,0.5,,1.0,1.1
PTP4A1,-0.1,-0.3,-0.1,-0.2
SIM1,0.1,,0.1,0.4
ASCC3,1.5,0.7,1.2,0.2
HDGFL1,0.5,0.3,0.4,0.3
BVES,1.9,1.3,1.2,
COL9A1,2.6,0.2,1.0,-0.1
MED23,0.1,-0.1,,0.4
WASF1,-0.8,-2.2,-1.3,-0.5
GPLD1,-0.5,-0.6,-0.6,-0.1
ALDH5A1,-0.2,-0.4,-1.0,-1.3
CRYBG1,3.1,0.9,1.7,0.4
VNN 1.00,0.9,0.1,0.6,
VNN 2.00,0.4,,0.4,-0.4
ACOT13,-0.8,-0.3,-0.4,-0.8
SMAP1,0.6,0.3,0.4,0.2
C6orf62,0.3,,0.3,0.6
B3GAT2,,-0.6,-1.1,-2.8
GMNN,-0.5,-0.3,0.3,0.4
EYA4,-0.7,2.3,0.6,-1.1
SOBP,-0.8,-1.4,-1.4,-0.8
NR2E1,-2.3,-1.8,-0.2,-2.9
SNX3,-0.1,-0.1,-0.1,-0.8
HBS1L,,,,0.7
TRIM38,0.1,,0.1,
PEX7,0.3,0.2,0.1,
ZBTB24,0.1,-0.2,0.2,0.5
FIG4,-0.6,-0.9,-1.0,-0.6
PERP,-0.2,0.6,-0.1,-0.8
ARFGEF3,-1.3,-2.4,-2.1,-3.1
SLC16A10,0.5,1.4,0.8,0.5
HECA,-0.3,-0.5,-0.5,
ADGRG6,0.1,-0.8,0.2,-0.2
PHACTR2,-1.1,0.3,-0.9,0.7
EPM2A,-0.2,-0.1,-0.5,-0.4
OR12D3,0.4,0.2,0.3,0.2
SLC39A7,0.5,0.3,0.2,0.3
UNC93A,,-0.1,-0.1,
SLC22A2,0.1,0.1,0.2,
PHF1,-0.4,-0.6,-0.4,-0.3
CUTA,0.2,,0.3,0.5
PACRG,0.2,2.2,,-1.2
QKI,0.5,0.2,0.2,-2.6
C6orf118,-0.5,2.4,-0.1,-0.3
PDE10A,-1.4,-1.3,-1.0,-0.1
MDFI,1.2,0.5,0.8,
TFEB,0.6,-0.1,0.3,-1.1
SMOC2,0.1,-0.4,-0.3,0.4
CCND3,0.5,-0.1,0.2,-0.6
BYSL,0.3,0.3,0.6,0.9
FAM120B,0.6,0.3,,0.4
TBP,0.1,,0.2,0.8
GUCA1B,-0.6,-0.7,-0.4,-0.3
PRPH2,-0.6,-1.2,-1.0,-0.4
BICRAL,,-0.1,-0.4,0.6
PPP2R5D,-0.3,-0.5,-0.3,
PTK7,0.8,1.0,0.9,1.8
SRF,,0.1,-0.1,0.2
CUL9,-0.7,-0.5,-0.7,-0.4
DNPH1,0.5,0.9,0.2,-0.3
DUSP22,-0.4,-0.3,-0.6,-1.3
EXOC2,0.1,-0.2,-0.1,0.4
COX7A2,-0.5,-0.7,-0.3,-0.1
TMEM30A,0.5,-0.3,-0.2,-0.4
GMDS,0.3,,0.2,0.6
SENP6,0.4,0.4,0.2,0.7
IMPG1,-1.3,-1.4,-1.3,-1.1
VEGFA,1.0,1.7,1.9,-0.3
PRPF4B,0.4,0.7,0.4,0.6
TTK,1.1,2.0,3.5,4.3
SLC29A1,0.4,0.4,0.3,0.1
CCN6,0.3,0.1,0.4,0.2
BTN2A1,-0.1,-0.5,-0.4,0.1
LAMA4,2.8,1.1,2.2,0.3
TENT5A,2.8,0.8,1.8,0.1
CLIC5,-0.4,-0.3,-0.2,-0.4
FBRSL1,-0.2,-0.1,-0.2,0.8
ENPP5,-0.4,-1.1,-1.4,-2.8
LY86,1.3,0.3,0.7,-0.7
PRSS16,-1.3,-0.7,-1.1,-1.3
MEP1A,,0.1,0.1,
TBX18,0.2,0.1,0.1,-0.1
ERBIN,0.7,0.3,0.6,0.1
PCDHB2,0.9,1.0,1.5,1.6
HARS2,,0.1,0.2,0.5
NUDT12,0.6,0.7,0.5,-0.2
CEP72,-0.9,-0.5,-0.2,0.2
MAN2A1,0.7,,0.5,-0.4
SEMA5A,2.5,-0.6,1.4,-1.1
C7,1.5,-0.5,-0.4,1.3
TENT4A,-0.7,-0.5,-0.2,0.7
GHR,1.7,0.1,,0.2
HMGCS1,0.2,-0.1,-0.2,-0.4
DAP,1.0,1.4,1.0,1.2
NME5,-0.6,1.4,-0.8,-1.0
BRD8,-0.3,-0.2,-0.2,0.4
KIF20A,1.2,1.9,3.3,3.9
NNT,-0.3,-0.4,-0.1,0.1
MRPS30,-0.2,0.1,0.2,0.5
HSPA9,,,0.2,0.1
MRPS27,-0.1,,-0.1,0.3
PFDN1,-0.2,-0.3,-0.3,-0.3
HBEGF,0.7,0.2,0.1,-0.9
SLC4A9,-0.4,-0.5,-0.5,-0.4
LOX,1.5,4.7,2.8,2.0
GZMK,0.6,0.3,0.5,
CDH9,-1.5,-1.5,-1.2,-1.4
APBB3,-0.8,-0.5,-0.7,-0.2
TMCO6,0.8,0.6,0.6,0.7
SPARC,2.0,1.3,1.4,0.4
IK,,0.7,,0.5
HMGCR,0.1,-0.6,-0.4,0.1
CERT1,-0.4,-1.0,-0.8,-0.9
FAF2,-0.3,0.2,0.1,0.4
HAND1,0.3,0.3,0.3,0.2
PCDHB3,0.5,-0.2,0.9,1.1
PCDHB5,0.5,-0.5,0.8,1.4
PCDHB6,0.5,,0.6,1.1
PCDHB7,2.2,-0.1,1.5,1.1
PDE8B,0.3,-0.7,-1.0,-1.9
CLK4,-0.5,-0.5,-0.6,-0.1
PCDHB15,0.2,-0.8,-0.1,0.5
GRM6,0.5,0.3,0.4,0.7
ITK,0.3,0.1,0.6,0.2
RNF130,1.0,0.5,0.8,0.3
THG1L,0.5,0.9,0.7,0.8
ARSB,0.9,-0.1,0.5,0.6
CLINT1,0.3,0.1,0.4,0.2
THBS4,2.5,0.3,1.0,0.8
CNOT6,-0.3,,-0.4,1.0
IL12B,,0.1,0.2,
BTNL8,0.5,0.4,0.5,0.2
TTC1,,-0.3,-0.3,-0.6
MSH3,0.2,0.4,0.2,0.6
RASGRF2,-2.9,-3.4,-2.9,-2.5
GABRG2,-3.2,-3.3,-2.8,-0.5
CCNG1,0.6,0.5,0.2,0.9
POLR3G,-0.3,-0.9,,-0.3
DROSHA,,-0.1,0.2,0.6
CDH6,,-0.6,0.1,-0.2
LMNB1,1.4,1.2,2.5,3.9
ARRDC3,1.0,0.9,1.2,1.4
GOLPH3,0.8,0.3,0.4,0.3
SUB1,0.2,,0.3,0.2
NPR 3.00,-0.2,0.2,,0.2
FAM172A,-0.3,-0.2,-0.4,
SLC27A6,0.1,3.0,0.6,0.2
TARS1,0.3,0.4,0.8,0.7
IRX4,-0.1,0.1,0.1,0.1
LNPEP,-0.7,-0.6,-0.9,-0.7
PDE4D,-0.8,-0.4,-0.7,-0.2
RAD1,,,0.4,0.8
BRIX1,0.3,0.3,0.8,0.7
AGXT2,,,-0.1,
PRLR,-0.1,,,0.3
SLC12A7,0.4,1.5,0.8,0.3
IL4,0.5,0.3,0.3,
IL5,-0.3,-0.2,-0.3,-0.3
ST8SIA4,0.4,-1.0,,
GNPDA1,0.2,0.2,0.7,0.5
PCDH12,0.5,0.7,0.8,0.4
SKP1,0.1,0.1,-0.1,
NUP155,0.4,0.4,1.0,1.2
PPP2CA,-0.4,-0.6,-0.5,-0.3
FGF1,-0.1,-1.6,-0.5,-2.8
NR3C1,0.4,-0.3,-0.1,-1.4
C5orf15,1.1,0.8,0.7,0.6
PPWD1,0.4,0.2,0.4,0.8
LIFR,0.2,0.4,,-1.1
TRIM23,-0.4,-0.7,-0.8,-0.7
TRAPPC13,0.4,,0.3,0.5
C9,,-0.1,0.2,
SEC24A,1.2,0.4,1.0,0.5
TXNDC15,1.2,0.6,0.7,0.4
TTC33,0.2,0.2,0.1,0.6
RARS1,0.2,0.3,0.4,0.4
WWC1,-1.0,0.4,-1.0,-2.2
MACROH2A1,-0.1,0.4,0.4,0.9
TCERG1,,,-0.1,0.4
DPYSL3,1.7,1.4,1.1,1.9
SMAD5,1.1,1.2,1.1,1.3
CSNK1A1,0.4,0.5,0.4,0.6
HMGXB3,-0.2,-0.2,-0.2,-0.2
ERGIC1,1.3,0.4,0.8,0.3
PDGFRB,0.4,0.3,0.5,0.1
CDX1,-0.3,-0.3,-0.3,-0.4
ATP6V0E1,1.5,1.3,1.3,0.2
BNIP1,,0.1,0.4,0.2
STC2,0.2,0.3,0.4,-0.1
CPEB4,0.3,-0.3,-0.2,-0.5
HRH2,-1.3,-1.8,-1.5,-2.0
DBN1,0.3,0.7,0.5,1.8
ZNF346,0.3,0.2,0.1,0.4
UNC5A,-1.2,-3.1,-2.7,-1.1
EHHADH,-0.1,-0.1,0.1,-0.2
CNTN3,-2.1,-2.1,-3.1,-2.3
SMC4,0.9,1.6,2.2,2.6
SELENOK,0.1,0.1,0.1,-0.5
ACTR8,,0.1,0.3,0.3
TIMMDC1,0.2,0.1,0.3,-0.1
CRBN,-0.5,-0.6,-0.6,-0.2
KNG1,-0.4,-0.4,-0.3,-0.3
HRG,,,,-0.2
BCL6,,-0.2,-0.4,-2.0
HGD,-0.2,-0.3,,-0.3
CLDN16,0.6,0.5,0.5,0.5
ARL 6.00,-1.4,-1.4,-1.4,-0.7
NPHP3,0.8,0.7,0.8,0.2
CD86,1.8,0.6,1.0,-0.6
AMOTL2,-0.1,-0.1,-0.2,0.5
NIT2,0.6,0.3,0.9,0.6
FAM162A,-0.2,0.1,,-0.5
OGG1,0.7,0.6,0.3,0.8
KPNA1,-0.1,,,
PCCB,0.2,0.2,0.2,0.1
UBE3A,-0.4,-0.3,-0.4,0.3
ARMC8,-0.3,-0.7,-0.5,0.1
CEP70,0.4,0.4,0.1,0.9
RBP2,-0.3,-0.2,-0.3,-0.2
RBP1,2.6,2.3,2.4,1.3
SLC25A36,-0.4,-0.4,-0.2,0.4
GRK7,0.1,0.1,,
RNF7,0.3,0.2,0.3,
TFDP2,-0.3,0.2,0.1,1.0
XRN1,0.3,0.2,0.3,1.0
KAT2B,1.2,-1.0,0.1,-1.2
BCHE,3.0,-1.5,2.1,-0.8
SERPINI2,0.4,1.9,0.4,-0.2
PDCD10,0.2,0.1,0.3,
LRRC31,0.4,0.4,0.5,0.3
WNT5A,2.4,3.6,2.1,1.0
PFKFB4,1.0,0.6,1.0,0.4
COL7A1,0.4,0.1,0.3,0.1
FGF12,-1.5,-4.7,-2.9,-3.3
PRKAR2A,0.3,0.1,0.5,0.4
HES1,-0.1,2.0,0.7,-1.3
USP4,,-0.1,,
ACAP2,0.8,0.5,0.8,-0.2
ECT2,0.1,0.5,1.8,2.2
GNAT1,,,,0.4
GNAI2,0.9,0.9,0.4,-0.4
TFG,0.5,0.6,0.5,0.4
USP9Y,-1.5,-1.4,-1.8,-0.2
TUSC2,-0.9,-0.8,-0.7,-0.8
NPRL2,-0.5,-0.2,,0.3
CYB561D2,0.6,0.7,0.9,0.4
C3orf14,-1.0,-1.1,-0.9,0.3
FXR1,0.1,0.3,0.4,0.4
CBLB,0.1,0.2,0.5,0.9
BBX,0.3,0.5,0.2,-0.3
IFT57,-0.3,1.1,0.1,0.1
GNB4,1.1,0.6,1.1,-0.2
HHLA2,-0.4,-0.3,-0.3,-0.2
IQCG,0.2,2.8,1.1,0.3
GBE1,0.9,0.5,1.0,-0.1
MORC1,,,,-0.1
UMPS,0.9,0.9,1.3,1.3
NCBP2,0.5,0.6,0.7,0.9
SNX4,0.2,,0.2,0.6
C3orf52,-0.6,,,-0.5
FRMD4B,1.1,0.3,1.1,1.6
SLC41A3,-0.3,-0.1,-0.7,-0.6
PLXNA1,-0.4,-0.9,-0.1,0.1
ATP6V1A,-0.6,-0.9,-0.7,-0.7
ABTB1,-0.9,-1.0,-1.1,-1.0
PODXL2,-0.1,-0.8,-0.7,1.0
UPK1B,0.2,0.2,0.2,
CSPG5,0.8,-0.6,0.2,-1.2
KLHL18,-0.4,-0.7,-0.3,-0.3
SCAP,-0.2,,-0.2,-0.1
EFCC1,-0.2,-0.1,,-0.3
CFAP92,,0.6,0.1,0.2
NEK11,0.1,2.5,0.4,0.1
MRPL3,0.3,0.2,0.6,0.8
PLSCR4,0.9,1.4,-0.2,-1.2
HEMK1,0.2,0.6,0.5,0.5
CISH,0.4,0.6,0.6,0.5
MAPKAPK3,0.5,1.3,0.7,-0.3
ACVR2B,-0.2,-0.1,,1.3
WDR48,-0.2,-0.1,-0.3,0.1
COMMD2,0.2,0.2,0.3,0.6
GORASP1,0.1,0.7,-0.3,-0.8
PEX5L,-3.8,-5.4,-3.9,-2.4
RRP9,0.2,0.1,0.4,0.6
ABCC5,-0.9,-1.3,-1.0,-0.9
AADAC,,0.2,0.1,0.1
ABHD14B,1.4,1.0,0.8,0.2
EIF1B,-0.3,-0.5,-0.4,
ARHGEF26,0.9,1.0,0.5,-0.6
KLHL24,0.8,-0.1,0.4,1.2
PLCH1,-2.7,,-1.8,-0.5
VIPR1,-1.6,-1.5,-1.7,-1.8
DNAH1,-0.5,-0.2,-0.3,-0.6
SSR3,0.7,0.7,0.7,
ZBTB47,-0.3,-0.4,-0.7,-1.4
TNNC1,-0.6,-0.4,-0.4,0.1
NKTR,-0.4,-0.2,-0.2,-0.2
CLCN2,-0.3,-0.2,-0.2,-0.2
FOXP1,-0.8,-0.7,-1.1,-0.4
EIF4G1,0.1,0.5,0.4,0.3
SPCS1,0.5,0.4,0.5,0.1
NEK4,0.2,0.8,0.5,0.1
SLC4A3,-1.2,-0.6,-0.9,-1.4
INO80D,0.1,0.3,,0.6
ADAM23,0.1,-1.5,-0.8,-1.1
DGUOK,-0.2,0.1,0.4,0.5
MOB1A,0.8,1.2,0.9,0.9
KANSL3,-0.2,0.1,-0.1,0.5
LMAN2L,0.5,0.6,0.4,0.6
RTKN,2.2,0.1,0.7,-1.0
TTL,-0.2,-1.0,-0.2,-0.2
IL1A,0.6,0.8,0.5,-0.2
CCL20,0.5,1.4,1.2,
PIKFYVE,,-0.4,,0.1
KCNIP3,-0.2,-0.3,-0.9,-1.2
FAHD2A,-0.9,-0.7,-0.7,-0.6
NCL,0.2,0.3,0.2,0.4
ACTR1B,-0.8,-0.5,-0.7,-0.6
SLC35F5,1.6,1.6,1.2,0.1
ZAP70,0.2,0.2,0.2,0.1
ACTR3,0.8,0.5,0.7,0.5
STEAP3,1.8,2.2,2.3,1.3
EPB41L5,,0.3,0.1,1.0
TFCP2L1,-0.4,0.8,,-1.1
SF3B6,0.4,0.7,0.7,0.9
TP53I3,1.7,0.8,1.5,1.4
DNAJC27,-1.3,-1.2,-1.2,-1.0
POMC,-0.7,-0.8,-0.7,-0.8
STAM2,0.9,0.7,0.8,0.4
GPD2,0.2,-0.4,,0.6
CENPA,0.2,0.4,1.2,1.5
CYTIP,1.6,0.9,1.6,0.1
ACVR1,0.9,0.7,0.7,1.0
TANC1,2.1,0.5,1.6,0.6
SLC30A3,-1.4,-1.4,-1.0,-0.8
MPV17,0.4,0.5,0.4,-0.1
EIF2B4,,0.1,0.2,0.4
NRBP1,0.3,0.5,0.5,0.6
FNDC4,0.4,-0.6,-0.2,-0.9
ITGA4,1.6,0.8,1.4,1.5
PSMD14,-0.1,-0.4,0.1,0.2
SNX17,0.2,0.3,0.2,
ASB3,,-0.4,,
PPM1G,0.2,0.5,0.6,0.8
PDE1A,-1.5,-1.8,-1.6,-1.4
REEP6,-0.9,0.1,-1.1,-1.1
PCSK4,-0.2,0.2,-0.2,-0.3
GCG,-0.3,-0.4,-0.2,-0.2
APC2,0.5,0.3,-0.6,-0.4
IFIH1,1.8,1.9,1.5,-0.7
GCA,-0.3,0.3,,-0.7
MOGS,0.5,0.1,0.5,0.3
TTC31,0.5,0.6,0.9,0.7
NDUFS7,-0.1,-0.3,-0.1,-0.1
PCGF1,0.3,0.2,0.3,0.4
GRB14,-1.3,-0.9,-0.4,-1.7
CLIP4,,-0.4,-0.7,-1.2
TLX2,-0.5,-0.3,-0.3,-0.3
SPTBN1,-0.3,-0.7,-0.6,-0.7
AUP1,0.2,0.1,0.6,0.3
RTN4,-0.4,-0.4,-0.4,-0.5
HTRA2,0.3,0.4,0.5,0.3
LOXL3,1.4,1.2,1.2,0.1
DOK1,0.3,0.3,0.2,-0.4
GALNT3,1.1,3.2,0.8,-0.1
POLE4,-0.6,0.1,-0.2,-1.1
TACR1,0.2,0.2,0.2,0.1
CCDC88A,0.4,-0.3,0.4,0.4
ACADL,1.3,2.2,0.5,0.7
EVA1A,1.0,0.9,0.6,0.1
MRPL19,0.8,0.5,0.8,
LANCL1,-1.0,-1.6,-1.1,-0.8
WDR75,0.1,0.1,0.4,0.4
EFEMP1,1.0,1.0,0.6,-1.9
REG1A,,0.2,,-0.1
FANCL,0.4,0.1,0.4,0.9
FN1,1.2,1.1,1.8,0.8
STAT1,1.2,0.7,1.0,-0.1
GLS,-2.8,-3.5,-2.6,-2.6
PAPOLG,-0.5,-0.5,-0.6,0.3
DNAH6,-0.1,1.6,-0.1,-0.2
PECR,0.5,0.3,0.5,0.2
UNC50,0.6,0.8,0.6,0.2
IGFBP2,1.2,1.8,3.1,1.3
ELMOD3,-0.1,-0.1,-0.1,-0.2
IGFBP5,1.8,1.8,1.7,0.5
USP34,0.1,0.1,0.2,0.7
EFHD1,-1.7,0.2,-1.3,-2.4
KCNJ13,-0.4,0.3,-0.5,-0.1
CCT4,-0.1,0.2,0.3,0.5
GGCX,0.3,0.5,0.5,0.4
NEU2,-0.4,-0.4,-0.4,-0.3
EHBP1,0.4,-0.4,-0.4,0.1
OTX1,-0.4,-0.1,-0.2,-0.2
TXNDC9,0.4,0.2,0.5,0.3
COQ10B,-0.5,-0.5,-0.4,-1.1
GNLY,0.8,0.2,0.5,
SF3B1,0.4,0.5,0.6,0.9
ST3GAL5,0.7,-1.0,,-1.1
CHST10,-0.3,-0.3,-0.3,-0.4
MOB4,-0.5,-0.5,-0.4,-0.2
KDM3A,-0.1,0.5,0.5,0.2
PLCD4,0.6,-0.5,,-0.4
CHMP3,-0.6,-0.4,-0.7,-0.4
ZNF142,-0.3,-0.4,-0.2,
IL1R2,0.7,0.9,1.1,0.2
PRKAG3,0.3,0.2,0.3,0.3
SMYD1,-0.4,-0.5,-0.5,-0.4
IL1R1,1.1,0.6,,-0.8
WNT6,-0.3,-0.4,-0.2,-0.4
IL1RL2,-0.3,-0.3,-0.3,-0.3
IL1RL1,0.1,0.1,0.3,0.2
IL18R1,0.6,0.9,0.4,-0.1
IL18RAP,0.2,,0.3,-0.2
SLC9A2,-0.6,-0.5,-0.4,-0.6
FHL2,,-0.6,0.1,0.3
MLPH,0.3,0.2,0.3,
CNPPD1,0.4,0.4,0.5,0.2
UXS1,0.4,0.2,,-0.4
STK16,,0.4,0.2,0.2
SLC5A7,0.1,0.1,0.1,
HDLBP,0.3,0.5,0.2,0.1
PPP1R7,-0.7,-0.3,-0.7,-0.9
PASK,-0.7,1.3,0.3,1.3
STK25,-0.3,-0.2,-0.2,0.2
TPO,-0.3,-0.3,-0.2,-0.2
PROC,-0.6,-0.6,-0.3,-0.4
ID2,,0.7,0.3,-2.3
TAF1B,0.2,0.9,0.5,0.3
HPCAL1,-1.9,-1.7,-1.8,-1.4
ODC1,0.2,1.6,1.5,2.1
BIRC6,-0.1,-0.2,0.2,0.4
NOL10,0.3,0.3,0.7,0.4
PLEKHB2,-0.4,-1.3,-0.6,-1.2
GORASP2,0.5,0.5,0.5,0.6
STRN,-0.8,-0.9,-0.5,-0.6
CEBPZ,0.1,,0.4,0.2
PRKD3,1.6,1.7,1.9,1.9
DCAF17,0.3,0.3,0.5,0.7
QPCT,0.3,-0.4,,-0.5
RAB3GAP1,-0.5,-0.5,-0.6,-0.7
SLC25A12,-0.8,-1.0,-1.0,-0.9
RMDN2,0.8,0.3,0.2,0.1
DLX2,-0.1,-0.1,-0.2,-0.2
LCT,0.3,0.2,0.3,0.2
DARS1,,0.6,0.3,0.2
SRSF7,-0.1,0.1,0.5,1.0
SDC1,0.8,1.4,1.5,0.8
PLCL1,-0.9,-3.0,-1.4,-1.4
SLC1A4,-0.5,-0.1,-0.4,-1.0
SOS 1,0.3,0.3,0.3,1.0
KYNU,0.7,0.5,0.8,0.4
ENSG00000115934,-0.1,-0.1,-0.1,-0.1
WIPF1,2.2,0.1,1.4,0.1
ORC2,-0.3,-0.4,-0.2,0.4
COX7A2L,-0.6,-0.4,-0.3,
PNO1,0.5,0.5,0.9,0.4
ORC4,-0.4,0.1,0.1,0.2
PLEK,0.5,0.3,0.5,
RND3,0.3,0.2,0.4,1.6
ATF2,-0.4,-0.5,-0.3,0.2
THADA,0.6,1.2,0.8,0.7
AAK1,0.3,-0.3,0.2,-0.4
TRAK2,-0.3,-0.7,-0.5,0.3
C2orf42,0.1,0.3,0.2,
TIA1,0.4,0.3,0.7,1.5
PCYOX1,0.2,-0.3,-0.2,-0.5
KISS1R,-0.4,-0.1,0.6,-0.4
EPAS1,0.2,-0.5,-0.1,-0.9
ARID3A,0.3,-0.4,,-0.2
SUMO1,-0.1,-0.5,-0.1,0.2
CD207,0.5,0.5,0.7,0.6
GRIN3B,,0.3,,
VAX2,1.3,0.6,1.1,1.6
ATP6V1B1,-0.3,-0.3,-0.3,-0.1
NFE2L2,0.9,0.6,0.7,-0.1
MSH6,0.2,0.6,0.9,1.5
PLEKHA3,-0.6,-0.5,-0.4,-0.3
SPR,-0.5,-0.3,0.1,-0.2
EPHA4,-3.2,-1.4,-1.6,-2.9
PARD3B,0.3,1.8,0.3,-0.4
FARSB,-0.1,-0.3,0.4,0.3
ALMS1,0.6,1.4,1.0,1.8
BCL9,0.6,0.6,0.6,0.7
PRRX1,2.7,1.0,2.0,0.3
DHCR24,-0.4,-1.3,-0.9,-1.7
DNAJC16,-0.5,-0.4,-0.6,-0.3
MARK1,-0.3,-0.5,0.2,-0.2
TNR,1.8,-2.1,-0.9,-3.4
MORN1,-0.9,-0.7,-1.0,-0.8
GPX7,2.0,2.1,2.3,2.5
CACYBP,-1.0,-1.0,-0.6,-0.6
SCP2,1.0,0.8,0.8,0.3
TPSG1,-0.1,-0.1,-0.2,
PAPPA2,0.3,0.4,0.3,0.4
RALGPS2,0.1,0.8,-0.2,0.1
ANGPTL1,-0.3,2.5,0.5,-0.3
CEP104,-0.1,-0.1,-0.3,-0.3
FAM20B,-1.0,-0.7,-0.7,-0.4
TCEANC2,0.2,0.2,0.3,0.1
TMEM59,0.6,0.3,0.3,0.1
LRRC42,0.2,0.8,0.6,0.9
WRAP73,0.1,0.4,0.5,0.6
NPHS2,0.1,-0.1,0.1,-0.2
MRPL37,-0.1,0.1,0.2,0.2
ICMT,,0.2,0.2,-0.1
RPL22,0.2,0.3,-0.1,0.8
CHD5,-3.2,-2.6,-2.9,-2.6
QSOX1,1.2,0.4,0.7,0.8
STXBP3,0.8,0.9,0.6,-0.7
PHF13,-0.1,0.4,0.2,0.4
ERRFI1,-0.5,-0.8,-0.4,-0.7
PARK7,-0.1,,-0.1,-0.1
ELAPOR1,-0.2,-0.7,-0.4,-0.7
OPRD1,-0.6,-0.6,-0.3,-0.5
AMPD2,-1.0,-1.2,-0.7,-1.3
SRSF4,-0.1,0.2,0.1,0.4
MECR,-0.1,-0.3,-0.3,-0.6
KCNC4,-1.7,-1.5,-1.6,-1.5
EDEM3,0.7,0.3,0.5,-0.2
WDR77,0.5,0.3,0.5,0.5
ATP5PB,0.1,0.1,,0.1
RAP1A,0.7,0.1,0.4,-0.5
HDAC1,1.1,1.3,1.3,0.2
CAPZA1,0.2,0.1,0.2,0.1
S100PBP,0.5,0.8,0.6,1.1
RNF19B,0.2,-0.6,,0.1
SCAMP3,0.5,0.4,0.7,0.4
TRIM62,0.5,-1.1,-0.3,-0.4
ASH1L,-0.6,-0.9,-0.8,-0.7
DLGAP3,-1.8,-1.9,-1.5,-1.1
SFPQ,0.9,0.6,1.0,1.5
RHOU,-0.3,0.2,,-0.3
GON4L,0.9,1.2,0.9,0.8
ARHGEF2,-0.4,-1.5,-0.2,
LAMTOR2,0.1,0.6,0.5,0.2
MEF2D,-1.0,-1.2,-1.2,-0.9
DOCK7,0.6,1.2,0.6,1.1
SRM,0.2,-0.1,0.3,0.3
FBXO2,-0.9,-0.5,-2.4,-2.4
FBXO6,0.6,0.7,0.3,-0.6
C1orf21,0.8,-0.8,0.6,
SWT1,0.4,0.5,0.5,0.9
MAD2L2,0.8,0.9,1.0,1.5
DNAJC6,-1.8,-4.6,-2.5,-1.3
LEPR,1.1,0.3,0.2,0.7
IVNS1ABP,0.5,0.8,1.0,1.9
KIAA2013,,0.1,0.1,0.4
MFN2,,-0.3,-0.4,-0.3
PRG4,0.1,0.1,,0.1
MIIP,0.5,0.4,0.4,0.6
SMG7,-0.5,-0.3,-0.2,-0.2
NCF2,0.9,0.7,1.3,0.1
PDC,,-0.2,-0.2,0.5
SLC35D1,0.5,0.4,0.8,0.3
PLA2G4A,1.0,1.2,1.3,-1.0
GADD45A,1.5,,1.1,-0.2
